1564	
	-0.9887370915	-0.9887281973	-0.9991133446	-0.9991139354	-0.98650715
	-0.9803301947	-0.9698891434	-0.9534119459	-0.9294335906	-0.8932964256
	-0.8415832774	-0.7638913378	-0.6668386146	-0.5283710461	-0.3568724448
	-0.1677162521	0.04163961871	0.2449064247	0.4266009438	0.5817257012
	0.7036211038	0.7954966149	0.8598930673	0.9052198535	0.9280081589
	0.9335930038	0.9219665272	0.8925269708	0.8446447799	0.7724708653
	0.6745681543	0.5531213281	0.4095814436	0.2536318376	0.1048698755
	-0.0125097357	-0.07684326976	-0.07605721115	-0.01184703601	0.1045297724
	0.2534865938	0.4095795408	0.5532828444	0.6746439603	0.7727529311
	0.8447295128	0.8925083331	0.9220065293	0.9335845331	0.9278596579
	0.9051186063	0.8598445862	0.7953379395	0.7035171339	0.5819222396
	0.4267649881	0.2449747574	0.04166356037	-0.1677884812	-0.3570615401
	-0.5287325542	-0.6670270318	-0.7639028211	-0.8416519855	-0.8932661092
	-0.9294328885	-0.9534137965	-0.9698892874	-0.9803289933	-0.9865010923
	-0.991095389	-0.9921475279	-0.9922498761	-0.9922886622	-0.9925933165
	-0.9930755827	-0.9941728582	-0.9949287337	-0.9956333747	-0.9962806227
	-0.9968907031	-0.997439573	-0.9979723521	-0.9983981012	-0.9987779651
	-0.9990062015	-0.9989703671	-0.9986102837	-0.9980338129	-0.9972506027
	-0.9962095698	-0.994856985	-0.9932643926	-0.9908318822	-0.9883848015
	-0.9845954166	-0.9804069447	-0.976036539	-0.9700488983	-0.9634804032
	-0.9567064252	-0.9497511143	-0.9439164568	-0.9366081717	-0.9309958626
	-0.9268466587	-0.9245783771	-0.9246605409	-0.9240567952	-0.9272757164
	-0.9324540752	-0.937655079	-0.9431850178	-0.9507752674	-0.9554996886
	-0.9607089044	-0.9648276812	-0.9675251339	-0.9692523801	-0.9689572456
	-0.9674340479	-0.964758757	-0.9608885357	-0.9553527386	-0.9496594567
	-0.9434402232	-0.9375914543	-0.9323300643	-0.927339706	-0.9243210199
	-0.9249656468	-0.9246063051	-0.9267598242	-0.9308499199	-0.9364292123
	-0.9437326946	-0.9497067795	-0.956674125	-0.9634727544	-0.9700076502
	-0.9759991129	-0.9803980027	-0.9846041137	-0.9883728532	-0.9908297806
	-0.9932613397	-0.9948538866	-0.9962066274	-0.9972476591	-0.9980320663
	-0.9986101349	-0.998970893	-0.99900593	-0.9987643835	-0.9983964432
	-0.9979694687	-0.9974742147	-0.9968365223	-0.996361765	-0.9956662044
	-0.9948736962	-0.9940283212	-0.993187802	-0.9925218027	-0.9922969783
	-0.9922201069	-0.9922369433	-0.9911105281	-0.9142772947	-0.9125846603
	-0.2213461812	-0.2445121714	-0.1894503507	-0.2442125494	-0.7853470917
	-0.8530888108	-0.4121208228	-0.3957063123	-0.8565664077	-0.5643293367
