13407	
	-0.9999558307	-0.9999559961	-0.9999996875	-0.999999687	-0.9999529569
	-0.9999436502	-0.9999298101	-0.9999064181	-0.9998741448	-0.9998301909
	-0.9997705973	-0.9996916141	-0.9995832855	-0.9994449454	-0.9992540299
	-0.9990189621	-0.9986990771	-0.9982893453	-0.9977548361	-0.9970458313
	-0.9961343752	-0.9949329065	-0.993363949	-0.9912297674	-0.9884356729
	-0.9845130238	-0.9792644898	-0.9722191832	-0.9623994442	-0.9490432123
	-0.9311958105	-0.9075920318	-0.8762274471	-0.836149794	-0.7841411116
	-0.7202809009	-0.6416772745	-0.5494193537	-0.4416181332	-0.3236797885
	-0.1944091081	-0.05849305913	0.07805663407	0.2108375751	0.3360526981
	0.4496920276	0.5511821387	0.6375694916	0.7114743149	0.7715825396
	0.8214451331	0.8607748709	0.8925803438	0.9173860718	0.9366675104
	0.9516669022	0.9634182688	0.9721967065	0.9791518172	0.9842890085
	0.9882591462	0.9912157264	0.9933914516	0.9950479921	0.9962625701
	0.9970979824	0.9976695098	0.9979923576	0.9980974467	0.997998886
	0.9976765674	0.9971281164	0.9962724755	0.9950974038	0.9934519647
	0.9912145006	0.9883080653	0.9843309142	0.9791767393	0.9724424901
	0.9636962491	0.9516487874	0.9367012756	0.9174913714	0.8928533005
	0.8609738626	0.8211527427	0.7722186078	0.7112285491	0.6389203348
	0.5513031452	0.4522398998	0.3387207537	0.2149138594	0.08509812432
	-0.04708364714	-0.1772101433	-0.299401661	-0.4091571506	-0.5021773949
	-0.5775325914	-0.6315886897	-0.6641996002	-0.6752469829	-0.6643948075
	-0.6316133502	-0.5769255689	-0.5029102453	-0.4089976072	-0.2994682815
	-0.1781806138	-0.04820774704	0.08532206806	0.2156826572	0.338523111
	0.4514040009	0.5522044596	0.63813623	0.7112286697	0.7722225395
	0.8210525911	0.8613126404	0.892604938	0.9174347524	0.9369370651
	0.9517604987	0.9634445773	0.9724542049	0.9791353168	0.9843578274
	0.9882959281	0.9912341996	0.9934495482	0.9950803044	0.9962812136
	0.997127135	0.9976746027	0.997996676	0.9981058164	0.9979969881
	0.9976700837	0.9971062309	0.9962477926	0.9950559009	0.9934148242
	0.9911695518	0.9882272062	0.9843076148	0.9791451726	0.9722924797
	0.963485404	0.9516729904	0.9367650853	0.917264923	0.8928489074
	0.8607878908	0.8210642448	0.7721190311	0.7103547322	0.6380461034
	0.5505092778	0.4501222326	0.3363327702	0.2112748604	0.07718424651
	-0.05838626464	-0.1936209913	-0.3224480239	-0.4433952982	-0.549687036
	-0.6414308468	-0.7198794841	-0.7841211777	-0.8365440797	-0.8759137633
	-0.9074351397	-0.9312791012	-0.9493249239	-0.9623970007	-0.972120903
	-0.9792612623	-0.984544152	-0.9883994437	-0.9912732702	-0.9933357867
	-0.9949225397	-0.9961322407	-0.9970552285	-0.9977490812	-0.9982880687
	-0.9987075485	-0.9990077774	-0.9992562454	-0.9994452966	-0.9995839421
	-0.9996916618	-0.999770717	-0.999829389	-0.9998742916	-0.9999064299
	-0.9999296751	-0.9999439428	-0.9999529134	-0.9999637484	-0.9999695706
	-0.9999731222	-0.9999747117	-0.9999749317	-0.9999744121	-0.9999729519
	-0.9999719659	-0.9999708592	-0.9999703836	-0.9999707338	-0.9999711458
	-0.9999723742	-0.9999740072	-0.9999756613	-0.9999774427	-0.9999792263
	-0.999981023	-0.9999825809	-0.9999841252	-0.9999855122	-0.9999868183
	-0.9999881116	-0.999989115	-0.9999901485	-0.9999911515	-0.9999920613
	-0.9999928779	-0.9999936816	-0.999994379	-0.9999950391	-0.9999956642
	-0.9999961714	-0.9999966546	-0.9999970909	-0.9999974471	-0.9999978008
	-0.9999980859	-0.9999983615	-0.9999985861	-0.9999987951	-0.9999989838
	-0.9999991399	-0.9999992874	-0.9999994035	-0.9999995036	-0.9999995832
	-0.9999996407	-0.9999996746	-0.9999996698	-0.9999996223	-0.9999995466
	-0.9999994291	-0.9999992758	-0.9999990822	-0.9999988407	-0.9999985467
	-0.9999981787	-0.9999977476	-0.9999971932	-0.9999965176	-0.999995751
	-0.9999947473	-0.9999935568	-0.9999921441	-0.9999903618	-0.9999882503
	-0.9999856986	-0.9999826169	-0.9999788865	-0.9999744077	-0.9999690965
	-0.9999628148	-0.9999553524	-0.9999468331	-0.9999362599	-0.9999240426
	-0.9999098665	-0.9998937159	-0.9998739563	-0.999851805	-0.9998264818
